Date,WaterUsage,ProductionLevel,Employees,Temperature,DayOfWeek,Month,Date_ordinal
2022-12-15,125.4786188742168,51.08437746580132,60,22.76587048337726,3,12,738504
2022-12-16,119.4324886392666,45.687616689279096,15,17.205203072313378,4,12,738505
2022-12-17,127.1190277085201,50.25863810458552,10,20.04644750405712,5,12,738506
2022-12-18,128.39942284454924,47.53455756743427,46,17.33402762580477,6,12,738507
2022-12-19,145.05897665969496,53.12729636580712,23,17.952791574718105,0,12,738508
2022-12-20,130.90111194211096,52.9901297688605,88,14.82443716383997,1,12,738509
2022-12-21,123.67537696132764,53.3669922921381,58,20.218190233198506,2,12,738510
2022-12-22,128.60112388246904,50.305233164388845,28,19.499773303615736,3,12,738511
2022-12-23,125.41077951057444,48.086301229835385,79,18.445721009180986,4,12,738512
2022-12-24,129.9567178586045,48.232889338783046,67,19.895021521280764,5,12,738513
2022-12-25,116.37494625889047,47.69251507969469,48,22.39426648621889,6,12,738514
2022-12-26,149.90401676071787,53.32048344278213,25,23.082607832172247,0,12,738515
2022-12-27,130.6528416007418,51.35984691757437,92,18.17656758604773,1,12,738516
2022-12-28,132.0915452623981,53.69647464350288,98,20.149560860104867,2,12,738517
2022-12-29,122.23526374054828,52.838081303983,31,19.916371823097386,3,12,738518
2022-12-30,131.72429063245158,51.32160677160742,70,19.299182948640937,4,12,738519
2022-12-31,129.93468239385487,51.09784226025116,67,20.86199864870575,5,12,738520
2023-01-01,133.83470403648298,48.55630744037681,86,17.577342131414177,6,1,738521
2023-01-02,149.4829417605554,50.46536827015019,85,20.904964575818223,0,1,738522
2023-01-03,123.66248586548826,49.10070375465587,36,18.946858641465067,1,1,738523
2023-01-04,123.90927861746206,52.556232189100655,33,21.729282232416143,2,1,738524
2023-01-05,131.653375689558,50.64212941378587,36,21.349085268391875,3,1,738525
2023-01-06,128.15047413603924,49.64492672845461,72,22.81606015951877,4,1,738526
2023-01-07,130.09764784656898,46.37997476947934,75,20.12476996163118,5,1,738527
2023-01-08,124.947625973384,49.44080025213957,44,22.98570433682401,6,1,738528
2023-01-09,157.21184643705175,46.79728719969561,86,25.087556788175007,0,1,738529
2023-01-10,130.35849300728654,48.33053037785531,57,18.31364593783079,1,1,738530
2023-01-11,132.0341973475457,50.47280257226802,91,21.27051861495015,2,1,738531
2023-01-12,122.38681810522108,47.8105928880096,23,24.34400544238693,3,1,738532
2023-01-13,122.0537886561864,48.57173869587498,61,16.04161704405687,4,1,738533
2023-01-14,122.35611565476876,49.95233815757351,74,16.42773831703198,5,1,738534
2023-01-15,133.3481964731498,51.30625147234673,96,21.055452536909595,6,1,738535
2023-01-16,137.95115927013725,54.20670189557938,30,20.163118634096502,0,1,738536
2023-01-17,113.08031118705397,46.75560522432761,11,20.309272041833303,1,1,738537
2023-01-18,131.16703758147082,51.425302586042285,70,21.02955554116778,2,1,738538
2023-01-19,130.77152082513211,49.29242019051131,96,21.813144681975498,3,1,738539
2023-01-20,125.09098639137662,51.128471318478375,37,19.02730574001445,4,1,738540
2023-01-21,128.2543694330031,44.6827493659936,99,22.452852229417168,5,1,738541
2023-01-22,114.9452006539474,49.13606958352502,33,20.9202932665458,6,1,738542
2023-01-23,152.78484858542748,48.04242750983368,68,20.749168064032624,0,1,738543
2023-01-24,136.36184156547503,51.45999608173351,77,20.574610860984823,1,1,738544
2023-01-25,122.44397340563312,48.3426291572022,52,18.161411375361475,2,1,738545
2023-01-26,114.04260436130994,48.62345262609101,22,18.802633390321613,3,1,738546
2023-01-27,125.21344442913738,51.07572408928767,26,20.48956214629203,4,1,738547
2023-01-28,129.6804603721116,48.99323054661152,49,19.271078899224594,5,1,738548
2023-01-29,120.94147385860676,49.38976311964832,41,16.383843633179747,6,1,738549
2023-01-30,140.9688681734394,50.4940274423649,59,20.446844693889965,0,1,738550
2023-01-31,125.55809928406092,54.473274022390136,19,20.565151327396308,1,1,738551
2023-02-01,132.52943659260606,55.51766707164426,59,19.746766509411422,2,2,738552
2023-02-02,124.89223627432476,48.50208383337128,65,20.20703432992339,3,2,738553
2023-02-03,130.8798678224637,50.48263239186157,93,20.72169653492877,4,2,738554
2023-02-04,124.67615518452972,50.74667328807461,28,20.85071668241213,5,2,738555
2023-02-05,121.8370849994612,48.4754488254751,60,19.444988846744536,6,2,738556
2023-02-06,130.47447259898786,51.65339610018116,24,20.504128737616007,0,2,738557
2023-02-07,127.56735851447888,47.32446964575879,71,18.389823661938262,1,2,738558
2023-02-08,123.32091676502836,50.20000226815304,46,21.100086096410653,2,2,738559
2023-02-09,128.60731441787,47.46904549369697,54,19.73982104800993,3,2,738560
2023-02-10,124.80436740190108,46.84986139206634,61,21.344283321988087,4,2,738561
2023-02-11,121.59783215544084,46.87175294597373,37,16.83905580354889,5,2,738562
2023-02-12,121.55479773264872,47.96893731227404,75,19.33181568958393,6,2,738563
2023-02-13,151.69064301844736,51.28055943093506,55,20.53567748305509,0,2,738564
2023-02-14,132.24694871119607,48.6781190333045,24,20.38407929850352,1,2,738565
2023-02-15,126.5046416929643,50.50034407062496,68,22.793663770324617,2,2,738566
2023-02-16,129.8044348823337,49.722558598874215,90,22.23155045548127,3,2,738567
2023-02-17,128.81287879959055,50.89336580812571,30,20.24622383920483,4,2,738568
2023-02-18,122.35283032025436,47.73842108030515,47,17.74673271801931,5,2,738569
2023-02-19,135.31571112404094,53.57843960662284,89,18.872555791404405,6,2,738570
2023-02-20,138.6385359084672,53.94686685385828,46,22.24650812278042,0,2,738571
2023-02-21,113.96036900218948,50.64284675704616,63,20.99508900577866,1,2,738572
2023-02-22,127.08382205274437,50.25414111164048,49,22.245010439183687,2,2,738573
2023-02-23,121.7729248760735,46.88082630386439,66,18.77155426598052,3,2,738574
2023-02-24,115.70938043443476,50.875093116216014,68,16.808855516920527,4,2,738575
2023-02-25,124.14381253456648,52.1352539539368,51,21.29678892888875,5,2,738576
2023-02-26,125.33020476206651,55.34974906491257,92,22.71628007727102,6,2,738577
2023-02-27,144.27355514462275,46.37076138186026,89,21.09866114164761,0,2,738578
2023-02-28,124.10508098206692,52.60220687304051,58,23.105771228734184,1,2,738579
2023-03-01,109.25498902223302,49.99804041058252,25,19.404362422472595,2,3,738580
2023-03-02,138.46398432106963,48.41791730782408,81,16.862493768937597,3,3,738581
2023-03-03,119.38861266813802,48.894851406704944,10,21.18861335337357,4,3,738582
2023-03-04,129.68095783420355,51.34759545654495,62,23.036963341807027,5,3,738583
2023-03-05,123.23860683661148,49.26362868324152,85,17.921073652066863,6,3,738584
2023-03-06,143.3958667093082,53.92149344704503,71,18.45181500154144,0,3,738585
2023-03-07,122.35438055630348,48.730775581715776,63,14.538299906853634,1,3,738586
2023-03-08,126.00026925629273,47.93419809367501,78,22.282989506556177,2,3,738587
2023-03-09,124.93593018652676,54.531112956366194,36,22.362208608286547,3,3,738588
2023-03-10,118.9127957590283,46.82469345288315,26,19.59063132297877,4,3,738589
2023-03-11,125.2404731318272,46.51074952911026,90,19.434638333406124,5,3,738590
2023-03-12,119.3931069830378,44.27766624429625,51,20.33809193373972,6,3,738591
2023-03-13,141.60662548849734,49.89026197942499,82,16.132849865779356,0,3,738592
2023-03-14,111.99990505871207,49.65024003024224,46,21.101302680131816,1,3,738593
2023-03-15,130.8417654163918,49.56011291714569,86,17.54263686364346,2,3,738594
2023-03-16,133.0139042310173,52.00957815812231,78,21.509980641171037,3,3,738595
2023-03-17,122.38049565622777,54.31649898753763,46,23.196207502297103,4,3,738596
2023-03-18,127.0097169285612,51.73856004287792,55,16.946262336309765,5,3,738597
2023-03-19,132.30501621237607,45.613298583736494,99,19.21844892639097,6,3,738598
2023-03-20,149.32454936271913,52.49916809877815,36,22.17151637074604,0,3,738599
2023-03-21,114.42283646200104,53.730130597834986,14,17.62694681036754,1,3,738600
2023-03-22,121.8764713764352,52.40564622309565,85,22.35849727043135,2,3,738601
2023-03-23,116.3544143251148,48.99105232057597,21,20.57108686116034,3,3,738602
2023-03-24,118.59756923216094,49.918632306438376,14,21.411795761437222,4,3,738603
2023-03-25,129.09940348532254,54.16427301091276,85,21.373481396367044,5,3,738604
2023-03-26,131.77594202571004,54.12402440217258,99,16.865954463131086,6,3,738605
2023-03-27,153.15532324222815,50.51549292799031,84,21.415104061959106,0,3,738606
2023-03-28,119.583984168225,50.34350446330656,48,19.55814660036192,1,3,738607
2023-03-29,118.43953704538993,47.00702194727999,29,19.85753114420368,2,3,738608
2023-03-30,120.7400353782099,50.563502393306266,38,16.104269110125884,3,3,738609
2023-03-31,120.01566793568638,50.44402768234821,75,20.13927028469413,4,3,738610
2023-04-01,128.52620461151284,51.43509681297394,56,20.436393028457875,5,4,738611
2023-04-02,120.51322442548908,49.34321614855819,62,16.85755997134914,6,4,738612
2023-04-03,139.0734495231051,47.57414880597408,44,22.597696746033225,0,4,738613
2023-04-04,129.1985107640028,48.13504829250859,66,18.37582293161806,1,4,738614
2023-04-05,118.85209731226593,48.542233513093336,71,14.474788365481498,2,4,738615
2023-04-06,126.04145506169132,50.355696335956594,65,21.12536323543477,3,4,738616
2023-04-07,118.7836153134918,48.11357312374554,40,21.13279342485416,4,4,738617
2023-04-08,120.86006737217036,48.83194801280952,85,21.78495904836277,5,4,738618
2023-04-09,125.0702331151029,51.81967117891896,95,17.442159108902743,6,4,738619
2023-04-10,149.5196878301604,45.36493730547164,25,19.97465250863059,0,4,738620
2023-04-11,126.15820620126723,51.64918717369204,87,20.25727597257592,1,4,738621
2023-04-12,115.15545640694846,50.00254565060133,68,20.03594742532184,2,4,738622
2023-04-13,125.82368756452853,46.44750276630841,94,18.862641616610134,3,4,738623
2023-04-14,119.1147807827724,51.29566946094566,43,20.418553601474223,4,4,738624
2023-04-15,114.01754742651126,50.66972999093571,53,20.33606215146552,5,4,738625
2023-04-16,121.10098928211904,50.441984408345206,58,20.22958375900862,6,4,738626
2023-04-17,153.69885342110402,53.15538507147511,93,17.632491408550237,0,4,738627
2023-04-18,122.36503150983046,47.75746208641433,86,17.67137853791315,1,4,738628
2023-04-19,127.91815319055029,49.68384369381519,47,18.44531106886676,2,4,738629
2023-04-20,128.61724790492002,50.195457871736735,87,18.76334583281227,3,4,738630
2023-04-21,120.97245244491282,49.3945805313467,44,24.28357678671745,4,4,738631
2023-04-22,133.10366259674254,51.10745845255608,79,20.855702143379148,5,4,738632
2023-04-23,125.6285480736534,46.428244606367855,44,20.703685137893167,6,4,738633
2023-04-24,154.1171127407119,48.57728862438477,71,18.99094973568574,0,4,738634
2023-04-25,129.563301145975,50.90234917062337,85,18.332654028778204,1,4,738635
2023-04-26,123.17155397716144,49.54014648156602,36,21.394923281156736,2,4,738636
2023-04-27,136.6169857946715,50.09636442213992,91,17.919221500886096,3,4,738637
2023-04-28,122.6103530330378,51.1805837395722,15,21.23589671421153,4,4,738638
2023-04-29,121.53946153160734,54.62616829380747,25,21.83125545617404,5,4,738639
2023-04-30,126.54798617377506,45.01709515628213,69,22.472338275915067,6,4,738640
2023-05-01,141.83991766151388,51.09826154212103,40,23.68388689452308,0,5,738641
2023-05-02,131.53367194931351,47.8153291044502,75,21.83952347499878,1,5,738642
2023-05-03,115.48563147830788,53.08314704279869,37,18.62823954288537,2,5,738643
2023-05-04,132.62460908613937,54.557443282659946,65,19.78460326302168,3,5,738644
2023-05-05,121.82603540176127,45.59863895346928,55,19.33647650448808,4,5,738645
2023-05-06,116.26456486439024,46.494571269570606,10,18.55147993186085,5,5,738646
2023-05-07,120.31595441559608,49.336135662971685,41,19.039997868491813,6,5,738647
2023-05-08,143.25958242009352,53.248705819034925,61,17.361068692745224,0,5,738648
2023-05-09,121.6558495544326,49.22312326573238,32,18.870250962656527,1,5,738649
2023-05-10,121.3957850144112,48.96736341070411,29,16.310512366336233,2,5,738650
2023-05-11,126.29327340491322,51.22473200066961,67,20.66114357305735,3,5,738651
2023-05-12,120.97233398612636,53.731910594953575,50,21.16477741043667,4,5,738652
2023-05-13,115.93101010402154,53.58120112479846,17,23.81895025537954,5,5,738653
2023-05-14,138.28230967401902,48.868149642957256,70,20.414235915769662,6,5,738654
2023-05-15,136.8600028851601,44.472048319575,40,20.404028220203664,0,5,738655
2023-05-16,122.9197066081478,49.42473411440671,22,18.95201749498587,1,5,738656
2023-05-17,114.15912872278597,49.05614756931001,25,20.045637464626893,2,5,738657
2023-05-18,126.89077688057252,53.994012357966646,94,18.285741903419265,3,5,738658
2023-05-19,122.62475482164096,52.24892031401493,46,20.335360896607916,4,5,738659
2023-05-20,132.26033625770955,53.46722407105087,79,23.686891369033265,5,5,738660
2023-05-21,124.00997705343056,51.15636394663382,57,19.808931742374018,6,5,738661
2023-05-22,148.45246137923868,50.466307802616896,50,16.912226994158175,0,5,738662
2023-05-23,123.80609071222412,51.04868189157459,62,21.305534900697527,1,5,738663
2023-05-24,124.76356729688874,51.427326641604935,42,20.18399968233704,2,5,738664
2023-05-25,125.8047677590487,50.25143695182711,25,20.271195909751867,3,5,738665
2023-05-26,121.18749550873716,54.79118444082469,26,20.349403663900816,4,5,738666
2023-05-27,123.30467260029162,53.358570742557696,16,21.03110672170882,5,5,738667
2023-05-28,116.07967538275858,45.98123431966958,43,23.61622215043314,6,5,738668
2023-05-29,145.0383092777658,48.649857930183565,56,22.395058665060915,0,5,738669
2023-05-30,127.22436947464352,53.250968508901714,43,20.190133415641373,1,5,738670
2023-05-31,123.16331543371888,47.47219194102959,52,19.53805520313034,2,5,738671
2023-06-01,146.76879375623682,49.11528329677966,42,16.812395523249,3,6,738672
2023-06-02,158.53689482108177,44.63305083021845,92,21.27404008527879,4,6,738673
2023-06-03,160.07556007905671,50.51617673022675,52,19.688938388297768,5,6,738674
2023-06-04,138.3829421370978,48.54347251864269,12,23.00857427276372,6,6,738675
2023-06-05,190.8937802827284,50.45170747829382,79,19.80895953131288,0,6,738676
2023-06-06,154.78680904512095,48.05271595596911,75,19.31646740028016,1,6,738677
2023-06-07,153.3835144691575,50.18589316946508,45,16.228428601271947,2,6,738678
2023-06-08,161.5500256795089,52.78726190031385,96,22.61378896095051,3,6,738679
2023-06-09,159.40524694531123,55.05821634054136,73,23.65335319155148,4,6,738680
2023-06-10,146.00937721064474,52.669315027539774,32,18.221001197885776,5,6,738681
2023-06-11,145.1931251231115,48.14647298817541,20,20.208557761414813,6,6,738682
2023-06-12,188.49537484720216,55.757672514546535,11,15.20169583983435,0,6,738683
2023-06-13,158.94862642572895,49.53438334845863,39,21.671104298601257,1,6,738684
2023-06-14,162.16487838201328,48.71050113344305,80,14.80663033973412,2,6,738685
2023-06-15,152.8208084194964,51.09912052872063,85,20.210940758125247,3,6,738686
2023-06-16,159.1090360898882,47.000648491315225,75,17.15222990613995,4,6,738687
2023-06-17,152.97171357429255,56.70965465405848,71,20.4862622575993,5,6,738688
2023-06-18,145.77073111659377,50.13303122354858,32,19.621872060304977,6,6,738689
2023-06-19,202.75475757950025,50.76901590380504,93,19.785706470064905,0,6,738690
2023-06-20,156.93070222870963,48.99311739584007,57,19.85517115187521,1,6,738691
2023-06-21,160.07954689820676,52.32438520479252,77,18.945640558562925,2,6,738692
2023-06-22,153.0136036447313,52.84666919404372,35,16.442027710687782,3,6,738693
2023-06-23,163.4915683283595,47.493514199202494,53,17.426387236026297,4,6,738694
2023-06-24,148.87694147827332,47.60053363435305,43,21.660872612527363,5,6,738695
2023-06-25,160.7270751291871,48.73006400696531,58,20.671410956837427,6,6,738696
2023-06-26,187.6137769705556,50.540529605579856,87,20.659878154008545,0,6,738697
2023-06-27,158.58108680926262,46.07429994150223,36,19.930847616514832,1,6,738698
2023-06-28,160.9722657279826,51.23183774929883,12,20.77118091181155,2,6,738699
2023-06-29,150.93109475485838,51.92518285427293,36,21.089322058151296,3,6,738700
2023-06-30,158.91900781958051,43.39339272578553,80,19.11832042224115,4,6,738701
2023-07-01,163.32311841838424,49.492877774868525,87,17.901465978159386,5,7,738702
2023-07-02,145.24358330507278,51.78259928558542,88,15.65570047216172,6,7,738703
2023-07-03,182.462946510614,49.28138671759619,72,23.29169966209062,0,7,738704
2023-07-04,150.11155618051902,47.3348405813728,33,19.882709334474587,1,7,738705
2023-07-05,159.56779255497094,48.825820874772624,37,21.594178529093934,2,7,738706
2023-07-06,156.37739726570268,49.89269010931748,53,18.944305345068937,3,7,738707
2023-07-07,155.6463698976031,48.51269375937478,50,24.577482643163943,4,7,738708
2023-07-08,146.81180528007437,47.07753933267144,15,19.28930077285276,5,7,738709
2023-07-09,158.54027062054956,46.74239936236537,59,17.46907012330086,6,7,738710
2023-07-10,185.26047577360043,51.5710895929025,79,19.14226687895685,0,7,738711
2023-07-11,159.28995358950033,54.19841451148336,86,19.65839453673292,1,7,738712
2023-07-12,159.7304110995512,46.46183558977232,89,24.131343802736147,2,7,738713
2023-07-13,154.1048258516159,48.88827083475307,35,21.13063053419613,3,7,738714
2023-07-14,156.64328969050715,51.88918124414404,48,16.384243148393786,4,7,738715
2023-07-15,159.01806892745824,57.09527112314517,66,18.15740187777042,5,7,738716
2023-07-16,167.05378029842254,48.18107160795599,29,18.770403896272423,6,7,738717
2023-07-17,179.61028788419833,56.21710681649154,57,21.18287018701841,0,7,738718
2023-07-18,162.8052616062077,50.1828134300989,57,20.82453386089246,1,7,738719
2023-07-19,149.0141718271641,49.76083777772603,57,15.117494702924908,2,7,738720
2023-07-20,152.58250796814394,45.47370535250041,38,16.824089962400144,3,7,738721
2023-07-21,146.51586895207618,49.63496797579279,18,20.10590150958781,4,7,738722
2023-07-22,146.9812175304461,46.85622083304729,15,18.557852892305466,5,7,738723
2023-07-23,159.24933819185003,54.67791144870314,66,17.55521457481097,6,7,738724
2023-07-24,168.04079092491753,49.55682766670798,89,19.35515883717808,0,7,738725
2023-07-25,154.28073153688075,46.72133629675865,11,20.81109517263125,1,7,738726
2023-07-26,157.85369021530522,49.73819476308203,94,21.06623163328008,2,7,738727
2023-07-27,158.2748338590415,51.18342438555944,25,18.07767563901456,3,7,738728
2023-07-28,152.8252378562988,50.2373004895104,42,22.06850496021204,4,7,738729
2023-07-29,139.7270554911402,47.1957223006276,27,19.331493412354,5,7,738730
2023-07-30,153.8415238164843,48.85377304807427,91,21.728714791233912,6,7,738731
2023-07-31,185.6111083873958,50.29014971781222,53,22.97984241077277,0,7,738732
2023-08-01,154.00434027583483,46.19950313882671,30,18.016360948784296,1,8,738733
2023-08-02,146.09215616451036,50.0087156095848,68,21.42580408987596,2,8,738734
2023-08-03,151.42457349662996,46.76358630594417,38,19.190813062647408,3,8,738735
2023-08-04,148.88707923546173,46.69549823461647,49,21.97260151221003,4,8,738736
2023-08-05,169.62823841397042,53.20136010224181,96,18.38566436329879,5,8,738737
2023-08-06,163.81373615963767,46.93953730417677,64,22.981143510930316,6,8,738738
2023-08-07,184.85962403751736,51.62383131770624,27,20.893940753537755,0,8,738739
2023-08-08,143.37541780204498,54.81872222253891,71,21.14396064189886,1,8,738740
2023-08-09,167.31320167819072,50.41752469858671,78,21.1283848428007,2,8,738741
2023-08-10,141.28015428540718,45.82751904747627,45,18.658456577572416,3,8,738742
2023-08-11,142.64587510289144,46.831882450763096,87,17.765482296569747,4,8,738743
2023-08-12,154.10452613933148,49.75986411273154,60,20.417026192398566,5,8,738744
2023-08-13,158.66611891153025,47.8737305338375,84,19.07970314527854,6,8,738745
2023-08-14,191.13388768470745,52.52856380821032,90,22.812433912748883,0,8,738746
2023-08-15,147.50802572418527,52.36254860976769,34,21.33473049581793,1,8,738747
2023-08-16,144.46143408097038,52.66446880760152,25,18.06059053868295,2,8,738748
2023-08-17,153.58467230041074,47.65775698162518,99,20.030124817950785,3,8,738749
2023-08-18,155.92997481515764,50.31909219651445,86,17.407975522332315,4,8,738750
2023-08-19,162.21786751856948,51.1398124102076,63,19.97122942353419,5,8,738751
2023-08-20,158.56179792855806,49.99167401697085,78,22.736812426807923,6,8,738752
2023-08-21,185.85145549426943,51.01318245833564,55,17.440062795886263,0,8,738753
2023-08-22,151.4897534630541,49.30751076948547,14,17.725641411597785,1,8,738754
2023-08-23,156.45383662908526,48.45869195447854,29,20.299379931140045,2,8,738755
2023-08-24,157.06324085651548,49.14031798730566,16,24.53651712847587,3,8,738756
2023-08-25,153.9417471011987,53.09354789338048,10,17.826837641400484,4,8,738757
2023-08-26,159.1470466803824,51.55727129748753,96,19.68059595461392,5,8,738758
2023-08-27,165.12008757441671,54.198031508471445,56,19.678711683865533,6,8,738759
2023-08-28,179.89026753573435,48.054105329585575,16,18.205386866576795,0,8,738760
2023-08-29,155.10182939536554,46.53400758451664,72,20.041427642496178,1,8,738761
2023-08-30,160.21745941215516,50.96755107530954,70,20.2662328699622,2,8,738762
2023-08-31,156.22647266276573,49.86429868509646,53,20.5130527326078,3,8,738763
2023-09-01,130.73818966709553,52.54280134080236,52,17.515872710273236,4,9,738764
2023-09-02,124.9284857076751,50.15412227329587,57,20.752159502348988,5,9,738765
2023-09-03,128.944711084524,47.60440686602904,74,18.53084320276365,6,9,738766
2023-09-04,139.2152347801206,51.310019088379406,20,21.036277056976125,0,9,738767
2023-09-05,130.56661541662916,49.88268056884476,21,20.17147899601872,1,9,738768
2023-09-06,115.79335444921792,48.14808114798706,22,21.09244985162204,2,9,738769
2023-09-07,120.815724436672,48.27156084233911,38,20.77941874152449,3,9,738770
2023-09-08,122.71003235072516,51.58088971751756,58,19.02087998684889,4,9,738771
2023-09-09,126.63643469929151,47.23136055848716,10,20.790383078465183,5,9,738772
2023-09-10,124.11897666354042,50.76145187320377,54,19.27383862415525,6,9,738773
2023-09-11,135.5959260430598,54.87583115737505,71,21.43772791568463,0,9,738774
2023-09-12,129.94912843087394,49.011191577897286,58,19.52688258976201,1,9,738775
2023-09-13,119.87694704231686,46.811009195238256,33,19.01146672159704,2,9,738776
2023-09-14,125.74588788455476,49.78633425066449,88,24.279935501130083,3,9,738777
2023-09-15,128.68227481611575,52.73137283201293,19,23.57548612042263,4,9,738778
2023-09-16,123.81310189164138,53.48490713438446,84,18.9041712437,5,9,738779
2023-09-17,128.7116174941591,50.11075470618432,87,21.64658245704227,6,9,738780
2023-09-18,140.1921746701688,47.84818864039936,70,22.44646937694528,0,9,738781
2023-09-19,122.17979095420972,52.47139721656113,84,18.60301749565494,1,9,738782
2023-09-20,116.28062349674404,46.35348838972693,26,19.130217119099434,2,9,738783
2023-09-21,126.6740863448312,51.01436790373028,85,19.69607281349981,3,9,738784
2023-09-22,123.7258574891422,48.57961715514334,83,22.01809988384518,4,9,738785
2023-09-23,126.35476156911804,53.89150113794342,77,17.79666476266361,5,9,738786
2023-09-24,128.4656841963312,50.566800055336046,93,20.324480774273628,6,9,738787
2023-09-25,150.13536730317273,49.0647146502229,71,21.539511797905305,0,9,738788
2023-09-26,113.79840635687968,47.67537917673923,12,17.987410067901557,1,9,738789
2023-09-27,119.24097583245047,54.9439732326513,48,21.41251815972305,2,9,738790
2023-09-28,126.79998478676828,46.736220704423225,53,23.724297770826745,3,9,738791
2023-09-29,121.61938955462452,49.92698095443226,17,20.484669848546183,4,9,738792
2023-09-30,133.49144712471224,48.97563169765477,62,20.966433683930504,5,9,738793
2023-10-01,116.4495400324383,47.56991626790898,21,20.217416075768117,6,10,738794
2023-10-02,132.20732693151373,48.531313530420206,60,20.69078673536735,0,10,738795
2023-10-03,113.5184056774626,50.281423596855205,24,20.740542435906164,1,10,738796
2023-10-04,126.1029395994562,52.97142885000965,44,18.575883050414355,2,10,738797
2023-10-05,119.91610705452888,48.5319036471248,14,20.862932176856766,3,10,738798
2023-10-06,117.33089452206102,50.8728968226562,16,19.40516559500036,4,10,738799
2023-10-07,112.12640368671867,48.032773562741966,14,17.059043196547947,5,10,738800
2023-10-08,131.59359028747727,50.43570587187031,91,21.43287619974123,6,10,738801
2023-10-09,146.05394563277056,47.6116402227822,24,19.559977439846943,0,10,738802
2023-10-10,116.66505610811436,49.68962166070091,22,21.926139047238387,1,10,738803
2023-10-11,117.02027911974967,52.35488426155191,38,20.061085297792378,2,10,738804
2023-10-12,116.8635439540655,49.04066251218845,31,20.744373461954552,3,10,738805
2023-10-13,120.1136696422491,52.499566534274734,87,19.69677407585835,4,10,738806
2023-10-14,128.69931454032974,46.86371055334463,55,17.290220686531388,5,10,738807
2023-10-15,126.07827427291524,51.14391069701079,94,19.29845869758481,6,10,738808
2023-10-16,143.2572556805263,52.19516051896407,32,20.70420053940719,0,10,738809
2023-10-17,120.50213043450368,44.5400377900708,14,16.07379512844315,1,10,738810
2023-10-18,128.38525438430617,49.00920637569656,53,19.73562165327712,2,10,738811
2023-10-19,115.34343716638531,51.23899068530314,14,19.58891254659807,3,10,738812
2023-10-20,121.95932590156562,49.12859895640872,51,20.05713538042866,4,10,738813
2023-10-21,121.29151116787996,51.96829575944752,36,19.355301151607836,5,10,738814
2023-10-22,136.81539724421214,51.37407587310158,88,19.62540671693758,6,10,738815
2023-10-23,134.50720158820934,53.915151018915736,12,23.073330727989767,0,10,738816
2023-10-24,119.49546495586289,52.14266362189804,10,20.89971100167589,1,10,738817
2023-10-25,113.36539462460118,51.73513135279298,11,19.62853332466264,2,10,738818
2023-10-26,132.97939556543332,52.306930307258845,87,19.22189182017252,3,10,738819
2023-10-27,118.01479381958744,51.26943705948253,14,19.44764789479413,4,10,738820
2023-10-28,117.8888312331879,49.85500974444706,44,20.778008478122164,5,10,738821
2023-10-29,118.68090729229192,51.43139545228353,49,19.183350855837958,6,10,738822
2023-10-30,137.59332260223695,51.00238029597381,51,17.76258415962884,0,10,738823
2023-10-31,124.47047763126255,51.52546915061667,62,22.91046439559707,1,10,738824
2023-11-01,133.81727936614135,54.50576846343587,78,20.091846446400584,2,11,738825
2023-11-02,124.66101823246905,45.913067508992704,96,22.365944164659084,3,11,738826
2023-11-03,121.65699297390007,50.01465381197865,54,16.41139408222651,4,11,738827
2023-11-04,120.9291312542498,47.70522038194407,85,18.02254444522812,5,11,738828
2023-11-05,124.9816160068316,51.60862888257481,78,20.171155065590696,6,11,738829
2023-11-06,141.8681178070473,56.77262232990018,55,22.746535487308066,0,11,738830
2023-11-07,124.69126367244267,46.521590766905646,91,18.60661297555768,1,11,738831
2023-11-08,133.7510447689897,49.18537034061186,85,17.45547065703388,2,11,738832
2023-11-09,116.41787509645854,46.8629166570368,53,18.84742096721443,3,11,738833
2023-11-10,132.44074941453857,52.98204218449088,90,23.157104883621106,4,11,738834
2023-11-11,125.08329948940676,48.88992594929117,50,19.05286975154739,5,11,738835
2023-11-12,128.05076978524693,51.08705153249802,55,16.64934994473526,6,11,738836
2023-11-13,138.7242341164021,43.11800218698917,64,20.16999029900756,0,11,738837
2023-11-14,118.80958826355644,52.51934755045489,17,19.463687837324933,1,11,738838
2023-11-15,129.22353583632008,50.94052131728135,69,19.445327733425167,2,11,738839
2023-11-16,128.31185683209551,47.12799994554512,77,19.13759478663406,3,11,738840
2023-11-17,129.25392415214156,46.50682378695561,85,16.37683082542931,4,11,738841
2023-11-18,122.59432594405384,51.756226672008246,40,20.486027460804458,5,11,738842
2023-11-19,138.3764837563268,48.28756260475415,84,21.45183798629865,6,11,738843
2023-11-20,146.8442935851353,49.80284508207401,85,23.56414984667435,0,11,738844
2023-11-21,117.91325975454112,50.18334293866993,71,21.24573286293145,1,11,738845
2023-11-22,133.61690095786668,46.79116152647312,63,21.14857589832436,2,11,738846
2023-11-23,124.46437190285384,50.67055505521376,53,19.41586015495649,3,11,738847
2023-11-24,131.5293148075868,51.00960086428159,78,20.481897304647084,4,11,738848
2023-11-25,121.43930963638668,55.01646881405617,12,20.621638707887385,5,11,738849
2023-11-26,119.3583314712188,49.38905619575021,12,17.686549040698182,6,11,738850
2023-11-27,142.55214962108406,49.19487409867426,73,20.16642691306317,0,11,738851
2023-11-28,131.24113400876928,48.61353606608512,72,19.523686987106263,1,11,738852
